vercel/turbo,180,104,3149,1566440014,1668467583
swc-project/swc,299,1282,6158,1513947096,1668477126
firecracker-microvm/firecracker,59,310,3690,1508739706,1658251052
nushell/nushell,64,555,6222,1557507552,1668469395
actix/actix-web,75,103,4203,1506785402,1667522542
wasmerio/wasmer,63,473,12444,1539286176,1668086319
cube-js/cube.js,751,331,6458,1537162336,1668455843
denisidoro/navi,76,102,719,1568986738,1665984365
tree-sitter/tree-sitter,59,112,4034,1383718519,1668473698
hyperium/hyper,199,138,2550,1409433508,1668454357
clap-rs/clap,223,535,6734,1424871393,1668450689
bytecodealliance/wasmtime,57,283,10525,1452645287,1668473074
tikv/tikv,180,1670,6838,1452142924,1668408114
vectordotdev/vector,67,1425,8521,1536864291,1668477367
vapor/vapor,486,496,5643,1453156761,1668244279
ReactiveCocoa/ReactiveCocoa,160,228,8656,1330632783,1656895185
iina/iina,58,288,3148,1468399834,1668330399
Alamofire/Alamofire,92,137,1565,1406755870,1664769631
rxhanson/Rectangle,67,186,939,1561152894,1668299475
utmapp/UTM,86,127,2534,1555085201,1668400313
hackiftekhar/IQKeyboardManager,90,235,1213,1358378961,1663831967
Carthage/Carthage,78,187,4336,1412970895,1668245088
realm/SwiftLint,113,368,5962,1431795490,1668386115
CosmicMind/Material,285,126,2498,1440266151,1571326074
ianyh/Amethyst,91,256,1246,1368566939,1667685133
mozilla-mobile/firefox-ios,97,1504,10193,1415041667,1668464421
insidegui/WWDC,89,109,1773,1429474122,1630325630
vuejs/vue,287,408,3540,1460342848,1667997592
microsoft/vscode,209,25169,102554,1447421978,1668470779
socketio/socket.io,161,232,1938,1304610580,1667374826
Eugeny/tabby,191,557,5399,1482484013,1668032788
remix-run/react-router,189,574,5638,1399655888,1668007529
puppeteer/puppeteer,138,705,3056,1494368173,1668446657
sveltejs/svelte,386,793,6891,1479256397,1668089707
ionic-team/ionic-framework,498,1070,12016,1426541032,1668458948
facebook/jest,279,1570,6604,1400085721,1668168589
microsoft/playwright,86,677,9287,1573842764,1668474181
ant-design/ant-design,584,1721,22869,1430995836,1668415026
babel/babel,776,3224,15542,1348476525,1668459370
microsoft/TypeScript,183,11595,34028,1404778096,1668473351
storybookjs/storybook,1380,4174,44837,1449831241,1668478579
apache/superset,319,1612,12531,1435875419,1668464064
grafana/grafana,352,6907,38991,1359172859,1668472550
pixijs/pixijs,192,1210,6194,1358808050,1668254825
jaredpalmer/formik,182,129,1703,1497469673,1641333108
appwrite/appwrite,52,519,13375,1554741386,1668077734
vuejs/core,131,614,4606,1537371338,1668425031
date-fns/date-fns,190,136,1930,1412596643,1666182556
laurent22/joplin,432,2756,8289,1476892481,1668478586
hasura/graphql-engine,166,894,5640,1529847648,1668472778
RocketChat/Rocket.Chat,736,2204,22420,1432020969,1668452395
prisma/prisma,144,2669,8631,1556562936,1668440194
ianstormtaylor/slate,285,1143,3918,1466017632,1667928996
balena-io/etcher,202,262,3063,1446123672,1668113654
pmndrs/react-spring,221,324,3296,1520437172,1668109230
JedWatson/react-select,117,470,4198,1409027265,1668461816
neoclide/coc.nvim,82,235,5364,1525214361,1668336400
statelyai/xstate,92,286,5155,1442243055,1668434176
floating-ui/floating-ui,176,257,1422,1523961601,1668357648
react-native-elements/react-native-elements,99,326,2365,1473352146,1667466210
angular/angular-cli,691,2815,9928,1427164088,1668181951
angular/components,334,6702,10340,1451933402,1668450815
react-navigation/react-navigation,208,2371,1848,1560091527,1668457252
appsmithorg/appsmith,165,6256,11430,1548080388,1668475768
homebridge/homebridge,60,259,1443,1417393971,1666702568
electron-react-boilerplate/electron-react-boilerplate,64,317,1094,1431942862,1665427801
marmelab/react-admin,277,942,15446,1467727232,1668437154
youzan/vant,519,890,9215,1482840665,1668349602
pnpm/pnpm,909,842,7861,1453919695,1668477122
